فرحين ومن أجل هذا~78#1878#19#51
فقد صار الذل والتواضع~87#3633#191#120
فقد صار الرجاء طريقه~87#3440#242#374
فقد صار الزمان يحدث~32#393#64#129
فقد صار الصبر مزيدا~87#3402#137#336
فقد صار الفلك متحركا~32#381#168#117
فقد صار المال فتنة~87#3531#321#18
فقد صار المتوكل على~87#3516#79#3
فقد صار المصور هو~32#388#85#124
فقد صار بائعا للحياة~87#3476#330#410
فقد صار رسوله إليه~87#3276#366#210
فقد صار علم القلب~87#3268#333#202
فقد صار فضل العلم~87#3334#226#268
فقد صار للشر ضدان~71#1829#58#138
فقد صار وله قلبه~83#2817#51#46
فقد صارت الطبيعة الكلية~32#387#206#123
فقد صارت المكونات للمكون~87#3216#128#150
فقد صارت الواحدة توجب~32#381#24#117
فقد صارت في الكتبسمعت~41#1285#145#374
فقد صارت منصرفة اليه~67#1778#162#44
فقد صارت يد الفقير~87#3850#54#337
فقد صاروا جزءا من~67#1781#170#47
فقد صاروا من أهل~87#3364#50#298
فقد صافاها وإذا امتحنها~87#3605#77#92
فقد صح أن المؤمن~39#808#225#129
فقد صح اسمه وحق~89#4004#54#41
فقد صح الاستغناء بالله~90#4416#200#431
فقد صحبه ومن لم~87#3862#61#349
فقد صدر من قوله~67#1770#44#36
فقد صدق ما له~87#3813#401#300
فقد صدقته وإذا قال~85#2925#99#71
فقد صدقوا وقد كان~34#406#157#99
فقد صرح الله فيه~44#1441#73#45
فقد صرفت الإلهية إلى~82#2424#99#59
فقد صغت قلوبكما التحريم~87#3269#219#203,87#3910#393#397
فقد صغر ما عظم~82#2407#207#42
فقد صغر ما عظمه~82#2581#198#216
فقد صغر نعم الله~82#2521#86#156,82#2596#85#231
فقد ضاعف العدد واستكمل~87#3149#240#83
فقد ضاق صدري في~41#1072#12#161
فقد ضاق صدريفلما انصرفنا~41#1331#108#421
فقد ضاقت علي مذاهبي~41#1293#76#382
فقد ضعف اليقينوبه قال~41#989#92#78
فقد ضل ضلالا بعيدا~82#1949#22#36
فقد ضل عن سبيل~82#2055#28#142
فقد ضل عن طريقه~41#1117#16#206
فقد ضمنها تعالى لمن~87#3575#324#62
فقد ضيع حرمة الأولياء~82#2421#246#56
فقد ضيع حرمة الرسول~82#2421#254#56
فقد ضيع حرمة الله~82#2421#266#56
فقد ضيع حرمة المؤمنين~82#2421#238#56
فقد ضيع حقها ومن~41#1186#66#275
فقد ضيع عمره لأن~82#2679#34#314
فقد ضيع وقته وخاب~82#2428#255#63
فقد ضيق عليه لذلك~82#2275#218#362
فقد طرحت الكفر من~2#67#39#65
فقد طردتك وقال لي~85#2932#144#78
فقد طعن على الإيمانسمعت~82#2429#75#64
فقد طعن على التوحيد~87#3522#403#9
فقد طعن على السنة~82#2429#67#64,87#3522#394#9
فقد طعن في الإيمان~87#3517#214#4,90#4297#40#303
فقد طعن في التوحيد~87#3538#229#25
فقد طعن في السنة~87#3538#221#25,90#4297#32#303
فقد طهرت عند ربك~2#62#54#60
فقد ظلم نفسه *~82#2697#20#332
فقد ظلم نفسه الطلاق~87#3464#66#398
فقد ظلم نفسه الطلاقوسمعت~41#1271#42#360
فقد ظلم نفسه وقد~87#3225#112#159
فقد ظلم نفسه ومن~87#3605#178#92
فقد ظلمه فقيل يذكر~42#1339#28#4
فقد ظلمه لإعانته إياه~87#3854#71#341
فقد ظن باطلا وسبق~82#2399#244#34
فقد ظهر شر فعلك~79#1886#87#8
فقد ظهر من أيها~87#3851#175#338
فقد ظهرت عليك أوائل~90#4091#114#97
فقد ظهوره ولا يجوز~87#3657#398#144
فقد عاند السنة إن~87#3503#200#437
فقد عاونه على إطعام~87#3826#349#313
فقد عبدتم الانسان ومن~70#1819#168#66
فقد عبده قال المتعلم~30#368#101#28
فقد عبده ولا يكون~30#368#51#28
فقد عبده ولو كان~30#368#84#28
فقد عدلت بي ذلك~85#2892#7#38
فقد عدلت في نفسك~85#2993#188#139
فقد عدم عليهم الربح~41#1285#123#374
فقد عدمت به السروركان~90#4483#94#498
فقد عرف ربهقال الجنيد~82#2451#83#86
فقد عرفتموه وأما جريج~90#4511#256#526
فقد عرفك وإن لم~82#2398#198#33
فقد عرفني بالربوبية والإلهيةقال~82#2067#164#154
فقد عرفهقال ابن عطاء~82#2613#307#248
فقد عرفهوقال رجل بين~82#1946#277#33
فقد عزب وقيل إن~90#4360#49#375
فقد عزمت على أن~69#1792#84#7
فقد عصا المرسل بمعنى~87#3276#372#210
فقد عصى الله تعالى~87#3825#43#312
فقد عصى الله ورسوله~87#3826#160#313
فقد عصى فقال من~87#3974#172#461
فقد عصيت الله تعالى~2#52#26#50
فقد عصيته أنت في~87#3230#466#164
فقد عضوا من أعضائه~87#3888#125#375
فقد عطب وهلك هلاك~2#55#70#53
فقد عظمت استهانته للحق~82#2566#251#201
فقد عقل أي رب~3#104#0#229
فقد علم التوبة وقد~87#3369#63#303
فقد علم التوبةقال ابن~82#2201#209#288
فقد علم الكل صلابة~45#1476#72#350
فقد علم كل واحد~87#3720#332#207
فقد علمت أن ترك~87#3398#248#332
فقد علمت أن هذا~37#538#21#147
فقد علمت الآن أنه~87#3270#278#204
فقد علمت بشأنك وقصتك~87#3888#366#375
فقد علمت ما قال~37#563#58#172
فقد علمتم ما قال~87#3680#152#167
فقد علمته [المائدة 116]~90#4434#59#449
فقد علمته تعلم ما~87#3449#398#383
فقد علموا مما أعلمهم~87#3262#276#196
فقد عمل بالقرآن إلى~87#3177#87#111
فقد عمل بعلمه وقام~87#3302#148#236
فقد عمى عن محل~82#2084#84#171
فقد عمي عن النورين~82#2009#201#96
فقد عييت فإنه قد~90#4439#113#454
فقد غرب الاسلام واهله~28#337#47#34
فقد غرقوا في بحر~87#4000#339#487,87#4000#483#487
فقد غشك ومن لم~38#611#23#71
فقد غشهموثمرة الخوف العلم~87#3444#33#378
فقد غضب رسول الله~87#3930#194#417
فقد غفر لك ما~87#3119#316#53
فقد غفرت الأول والآخر~85#2981#49#127
فقد غفرت لك ثم~87#3438#111#372
فقد غفرت لك وروينا~87#3595#365#82
فقد غفرت لكم ومات~90#4257#261#263
فقد غفرت لكمولو كان~39#758#56#77
فقد غلبه والظاهر الذي~82#2671#121#306
فقد غلقت بابي دونه~85#2922#53#68
فقد غم على نفس~40#896#86#92
فقد غيبه والحاضر مرجوعه~82#2249#222#336
فقد فاته عمره عن~87#3227#340#161
فقد فاز فوزا عظيما~82#2516#108#151,82#2516#185#151
فقد فاز من وسواس~82#2516#140#151
فقد فتح له الطريق~82#2027#12#114
فقد فتح له باب~28#340#35#37
فقد فتح له بابا~87#3429#104#363
فقد فتحت لك الباب~85#2967#114#113
فقد فجرالباب الخامس عشرقولهم~39#729#101#48
فقد فرغ لهم من~87#3214#58#148
فقد فسخ عقده مع~90#4558#257#573
فقد فضل الرغبة على~87#3402#368#336
فقد فعل ذلك رسول~87#3664#222#151
فقد فعل ذلك كثير~87#3129#271#63
فقد فعل فما حاجتك~90#4278#124#284
فقد فقد عضوا من~87#3888#124#375
فقد فقه ومن فقه~85#2993#212#139
فقد فلا الوصل يشهدني~39#801#47#122
فقد فلا يذهب كثير~87#3640#180#127
فقد فهم ما وراءها~82#1944#221#31
فقد فوائد باطنه واشتغل~82#2711#118#346
فقد قارن الشرك وقد~25#271#16#46
فقد قال * فلا~82#2147#69#234
فقد قال أنس بن~87#3761#63#248
فقد قال الله تعالى~87#3933#67#420
فقد قال الله في~87#3627#40#114
فقد قال الناس في~87#3475#57#409
فقد قال النبي صلى~84#2852#415#5
فقد قال بحدوث الصفات~87#3658#305#145
فقد قال بذلك جماعة~32#383#212#119
فقد قال بعض السلف~87#3869#85#356
فقد قال بعض الفلاسفة~87#3829#220#316
فقد قال تبارك وتعالى~37#580#176#189
فقد قال تعالى فمستقر~87#3524#399#11
فقد قال تعالى ومن~87#4000#264#487,87#4000#408#487
فقد قال عز وجل~83#2814#29#43
فقد قال عمر بن~87#3924#189#411
فقد قال عن جبريل~60#1663#162#461,60#1686#70#484
فقد قال قولا يحيزه~56#1592#97#95
فقد قال قوم أنه~32#398#73#134
فقد قال له رسول~87#3922#18#409
فقد قال ما لا~56#1592#133#95
فقد قال ما ملئ~60#1667#56#465
فقد قال من حافظ~60#1679#129#477
فقد قال هذا القول~62#1720#150#72
فقد قال وأنتم الأعلون~87#3275#382#209
فقد قالوا لا تكرم~87#3823#138#310
فقد قالوه بأنهم ثوان~87#3535#433#22
فقد قام الدليل اذا~71#1831#145#140
فقد قام مقام الأنبياء~82#2275#125#362
فقد قبله ومن ذكره~87#3854#258#341
فقد قتل نفسه فإن~87#3490#71#424
فقد قتل نفسه لأنه~87#3986#85#473
فقد قتل نفسه وقتل~87#3948#387#435
فقد قتلها بسيف الطمع~41#1142#158#231
فقد قدمت على رب~90#4259#185#265
فقد قر قرار حكمتك~85#2941#91#87
فقد قرب الرحيل وازف~28#339#86#36
فقد قرت بك الدار~85#2871#16#17
فقد قصر أمله قال~22#215#98#186
فقد قطع عليه طريق~82#2259#141#346
فقد قطعت من عمرك~87#3103#126#37
فقد قل علمه وحضر~87#3416#168#350
فقد قلت لا بد~19#183#15#148
فقد قلنا إن اثنين~87#3402#182#336
فقد قنع بالخبر دون~35#419#63#214
فقد قيدته بعقلك وضبطته~3#84#62#209
فقد قيل إن الأكياس~87#3105#244#39
فقد قيل إن نصائح~87#3883#268#370
فقد قيل إنما يوزن~87#3444#186#378
فقد قيل إنه من~87#3710#58#197
فقد قيل الحمى بريد~87#3555#235#42
فقد قيل حسبه أي~87#3575#207#62
فقد قيل في التفسير~52#1536#137#50
فقد كان الأمران جميعا~87#3288#402#222
فقد كان الأمران معا~87#3288#336#222
فقد كان الإخوان يوصون~87#3895#383#382
فقد كان السلف يستحبون~87#3140#41#74
فقد كان الصالحون يصلونها~87#3148#120#82
فقد كان الصحابة يقولون~87#3828#38#315
فقد كان العلماء يتحفظون~87#3693#198#180
فقد كان النبي دائم~49#1516#112#376
فقد كان بعض السلف~87#3790#9#277,87#3954#144#441,87#3960#309#447
فقد كان بعض المخلصين~87#3691#370#178
فقد كان بعض الناس~87#3345#285#279
فقد كان بعضهم يقول~87#3153#105#87
فقد كان ذلك من~87#3101#137#35
فقد كان رسول الله~87#3176#169#110
فقد كان هذا لعمري~80#1895#23#20
فقد كان هذا من~87#3139#164#73
فقد كان واجدا محيطا~9#139#54#33,10#144#238#42
فقد كان واجدا مخاطبا~82#2162#76#249
فقد كان يحب بعضهن~87#3920#397#407
فقد كان ينبغي للمعطي~87#3854#91#341
فقد كانت حركة قبل~32#392#84#128
فقد كانوا على هذه~87#3748#365#235
فقد كانوا يأخذون بالآخر~87#3868#213#355
فقد كانوا يتواخون ويتعارفون~87#3875#17#362
فقد كبر سني وعجزت~87#3083#15#17
فقد كتبت الآثار والأرزاق~87#3524#72#11
فقد كذب قول يعقوب~67#1765#127#31
فقد كذب منهم الجنيد~39#724#183#43
فقد كذب نفسه على~90#4127#80#133
فقد كذب نفسه وغبن~67#1756#32#22
فقد كذب وذهبت به~2#73#62#71
فقد كذبت علي نفسك~87#3480#286#414
فقد كره الشراء والبيع~87#3192#234#126
فقد كره ذلك وإذا~87#3949#413#436
فقد كره ذلك ولا~87#3184#198#118,87#3186#221#120
فقد كره ذلك وليتوق~87#3948#252#435
فقد كره للصائم إلا~87#3145#440#79
فقد كره للصائموفي الخبر~87#3145#562#79
فقد كره هذا وليس~87#3346#136#280
فقد كشف الإثراء عنك~40#917#108#113
فقد كشفنا عن هذا~83#2819#94#48
فقد كشفه وقال بعض~87#3949#195#436
فقد كفر أبا بكر~87#3732#229#219
فقد كفر إنما سألتك~90#4531#173#546
فقد كفر بخلاف قول~87#3736#116#223
فقد كفر بمعاني درجات~82#2084#64#171
فقد كفر بنعم الله~82#2150#1#237
فقد كفر نعمة الله~82#2091#175#178
فقد كفر وفي حديث~87#3680#88#167
فقد كفر ومن أحال~39#729#94#48
فقد كفرها عنكم بالتوحيد~87#3384#318#318
فقد كفى الخلائق هذا~87#3572#84#59
فقد كفى ومن أهمل~82#2275#214#362
فقد كمل الله عز~87#3197#141#131
فقد كمل قوة عقله~3#95#99#220
فقد كملوبإسناده قال أبو~41#985#33#74
فقد كنا نحن إذن~32#395#251#131
فقد كنت صوفيا فضعفت~90#4429#226#444
فقد لا تجوز في~90#4361#215#376
فقد لا لايكون له~87#3524#329#11
فقد لاوم جراحى وقويت~7#120#211#9
فقد لحقها بذلك ضرب~62#1720#193#72
فقد لزم أن يخرج~67#1776#148#42
فقد لزم من ذلك~56#1590#138#93
فقد لزمه اظهار ذلك~67#1756#8#22
فقد لطف بك يرزق~82#2591#149#226
فقد لعنوقد قيل في~87#3377#391#311
فقد لغا ومن لغا~87#3190#307#124
فقد لقى بالترحيب الأوفى~90#4328#133#342
فقد لقيك والعبد متوكل~87#3561#308#48
فقد ما اعتاد من~60#1684#152#482
فقد ما يرجو أو~41#1164#154#253
فقد ما يقام به~87#3542#88#29
فقد مات من شاهده~41#1137#45#226
فقد ماتت شهوة الكلام~83#2809#90#38
فقد مال إلى التلذذ،~44#1434#100#38
فقد مال إليهم ومن~82#2228#131#315
فقد مال عن طريق~82#2228#137#315
فقد مضت له اليوم~80#1893#54#18
فقد معنيان فهي شبهة~87#3994#305#481
فقد مكر به حتى~87#3428#200#362
فقد مكر به وقال~87#3229#60#163,87#3788#338#275
فقد مكر بهذا المعدول~87#3501#173#435
فقد مكربك وما أراكه~85#2897#34#43
فقد ملأ البرين والبحرين~87#3146#413#80
فقد من الاتفاق وهذا~87#3906#20#393
فقد من انقطاع العلم~19#182#116#147
فقد منعه من الظلم~87#3567#1250#54
فقد منه بعض القيام~87#3989#26#476
فقد منها شييا بوجه~67#1776#202#42
فقد نازع القبضةقال بعضهم~82#2233#158#320
فقد نازع القدرة قالت~82#1968#42#55
فقد نازع الله تعالى~87#3505#229#439,87#3840#80#327
فقد نبذ الإسلام وراء~87#3182#316#116
فقد نبه عن قدرهاومنهم~41#1086#93#175
فقد نجا من الآفات~41#1139#99#228,90#4101#95#107
فقد نجا وإلا فقد~60#1654#149#452
فقد نجا ومن كانت~25#307#68#82
فقد نجاها من الفتن~82#2706#183#341
