المواقفة الصادقة يجتهد في~82#2606#17#241
الواسطي في قوله تعالى~82#2007#184#94,82#2244#200#331,39#727#71#46
الواسطي في قوله يومئذ~82#2361#189#448
الواسطي في قوم لوط~82#2235#125#322
الواسطي في كل طائفة~82#2734#17#369
الواسطي في هذه الآية~82#1974#88#61,82#2007#71#94,82#2018#170#105,82#2043#23#130,82#2043#69#130,82#2262#136#349,82#2292#40#379,82#2293#1#380,82#2587#106#222,82#2594#291#229,82#2635#98#270
الواسطي قال أنا هشيم~40#855#16#51
الواسطي قال حدثنا معتمر~44#1463#112#67
الواسطي قال سمعت إبراهيم~41#939#61#28
الواسطي قال ما دعى~82#1939#110#26
الواسطي قد تقدمت العهود~82#2286#94#373
الواسطي قد كلمتهم حيث~82#1977#50#64
الواسطي قدرتك من قبل~82#2335#85#422
الواسطي قل متاع الدنيا~82#2068#232#155
الواسطي كان للقوم إشارات~90#4428#90#443
الواسطي كان محمد صلى~82#2121#89#208
الواسطي كرتين أي قلبا~82#2705#174#340
الواسطي كل ذاكر على~82#2044#32#131
الواسطي كما أن ذاته~39#718#69#37
الواسطي كيف لا يكون~82#2709#165#344
الواسطي لا تصح المحبة~82#2010#18#97
الواسطي لا تصح المعرفة~90#4463#234#478
الواسطي لا تعد عيناك~82#2322#129#409
الواسطي لا تقدم تستدعي~82#2723#192#358
الواسطي لم تتلون الإرادات~82#2240#33#327
الواسطي لم يدع للخلق~82#2670#147#305
الواسطي لم يذق لذعات~90#4355#151#370
الواسطي لما بعث النبي~82#2710#158#345
الواسطي لما جعل الأذى~82#2610#212#245
الواسطي لما زاغوا عن~82#2690#153#325
الواسطي لما كانت الأرواح~90#4019#82#25
الواسطي لما نفخ الروح~82#2266#191#353
الواسطي لماذا خلق الله~82#2735#215#370
الواسطي لو جعل إلى~82#1989#99#76
الواسطي ليحق الحق بتجليه~82#2169#209#256
الواسطي ليس الخوف من~82#2039#189#126
الواسطي ما أحدث الله~90#4024#200#30
الواسطي ما الذي يدفع~82#2693#175#328
الواسطي ما كان ذلك~82#2366#76#453
الواسطي ما يؤسهم من~82#2716#229#351
الواسطي متى ينجو العبد~82#2685#1#320
الواسطي معناه إذا اظهر~82#2724#118#359
الواسطي معنى التكبير في~39#821#141#142
الواسطي من أحياه الله~82#2705#103#340
الواسطي من أسباب الشقاوة~82#2666#133#301
الواسطي من اتقى الله~82#2268#159#355
الواسطي من العارفين أن~82#2546#169#181
الواسطي من تمسك بغير~82#2019#134#106
الواسطي من جاء بأوائل~82#2318#142#405
الواسطي من حال به~41#1144#134#233
الواسطي من دخله على~82#2022#60#109
الواسطي من سأل الله~82#2660#6#295
الواسطي من طالع الأسباب~82#2693#64#328
الواسطي من قال أنا~82#1968#38#55,90#4018#27#24
الواسطي من كان تحت~82#2728#186#363
الواسطي من لم يلحقه~82#2222#108#309
الواسطي منهم من جد~82#2249#134#336
الواسطي منى الدعوة ومن~82#2119#136#206
الواسطي نحيي من نشاء~82#2266#1#353
الواسطي نزه نفسه أن~82#2294#25#381
الواسطي هم أهل الحقائق~82#2381#117#16
الواسطي هم الذين رسخوا~82#2000#116#87
الواسطي هم فيها على~82#2247#122#334
الواسطي هم من الخصوص~82#1984#70#71
الواسطي هو إظهار العبودية~82#2014#158#101
الواسطي هو الذي كتب~82#2680#265#315
الواسطي هو الكفر والمعاصي~82#2105#178#192
الواسطي هو مستخرج من~82#2347#31#434
الواسطي هو من فرغ~82#2686#21#321
الواسطي هي الخلة لا~82#2290#89#377
الواسطي هي انحراف القلب~82#2675#5#310
الواسطي وأبو عبد الله~39#712#48#31
الواسطي وإليه ينتمي في~41#1241#81#330
الواسطي واسمه محمد بن~41#1143#18#232
الواسطي وانتمى إليه في~90#4129#11#135
الواسطي ورحمه الله الذي~82#2442#2#77
الواسطي ومحمد بن سعيد~41#1289#60#378
الواسطي ويختم بها غاية~82#1966#83#53
الواسطي يقبضك عما لك~82#1987#181#74
الواسطي يقول أربعة أشياء~41#1146#40#235
الواسطي يقول أقرب شئ~81#1909#120#11
الواسطي يقول إن الله~82#2420#24#55
الواسطي يقول الخوف حجاب~41#1144#112#233
الواسطي يقول الذاكرون في~41#1146#5#235
الواسطي يقول الرضا والسخط~41#1145#39#234
الواسطي يقول الوقت أقل~41#1145#142#234
الواسطي يقول حياة القلب~41#1146#21#235
الواسطي يقول سمعت أبا~41#1208#64#297
الواسطي يقول سمعت رويم~90#4426#245#441
الواسطي يقول سمعت محمد~90#4020#100#26
الواسطي يقول كائنات محتومة~41#1145#25#234
الواسطي يمحوهم عن شاهد~82#2249#228#336
الواسطي يملكون الأشياء ولا~82#2016#84#103
الواسطي، حدثنا زيان بن~43#1371#26#45
الواسطي، حدثنا عبد الله~43#1387#16#68
الواسطي، حدثنا معمر بن~43#1367#1#40
الواسطيقال وبقيت أنا وامرأتي~90#4521#69#536
الواسع لأنه هو المحمود~87#3841#31#328
الواسع وهو وصف لطريق~87#3749#12#236
الواصف صفة له لكانت~39#717#122#36
الواصف له غيرة عليه~39#701#120#20
الواصف ولو كان وصف~39#717#118#36
الواصفين في وصف أوليائه~87#3904#151#391
الواصفين وإن تعدوا نعمة~87#3415#216#349
الواصفين ويجمع هذه المقامات~87#3264#338#198
الواصل إليك لا شك~87#3524#211#11
الواصل من اتصل بمحبوبه~41#1259#53#348
الواصل يعبده في الحالقال~41#980#105#69
الواصلة إليه فأما ما~87#3524#321#11
الواصلة بالهداية إليه فقال~87#3872#79#359
الواصلون إلى الرضوان الأكبر~82#1975#108#62
الواصلون وقال لي يا~85#2990#147#136
الواصلين إلى الله أن~82#2147#145#234
الواصلين إلى الله عز~25#314#62#89
الواصلين لا بالدعاوي والإهمال~82#2401#119#36
الواصلين وهو محل الاستقامة~45#1479#47#353,90#4496#196#511
الواصلينقوله عز وعلا *~82#2570#142#205
الواضح إلى طريق النجاة~82#2605#63#240
الواضح إليه زيادةقوله تعالى~82#2579#130#214
الواضح الذي يخرج إلى~87#3704#98#191
الواضح المستقيم الواسع وهو~87#3749#10#236
الواضح فاتبع سبيلهم ولا~2#58#56#56
الواضح ما كان عليه~2#74#62#72
الواضحات وفتح لهم ابواب~55#1554#18#132
الواضحوسئل بعض العلماء عن~87#3520#229#7
الواضع فيه يجري ما~86#3022#51#168
الواعظ القائم في القلب~87#3281#373#215
الواعظ بالبصرة قال حدثنا~41#979#80#68
الواعظ ببغداد حدثنا أحمد~41#1032#12#121
الواعظ بسرهقال بعضهم الظالم~82#2533#92#168
الواعظ حدثنا محمد يعني~41#1319#93#409
الواعظ زائرافدخل عليه فقام~40#920#82#116
الواعظ على الحقيقة من~82#2758#48#393,82#2758#78#393
الواعظ قال أنا عبد~40#914#105#110
الواعظ قال أنا محمد~40#877#96#73
الواعظ نسيج وحده في~90#4059#7#65
الواعظ والمذكر كان إذا~87#3985#110#472
الواعظ يذكر عن حمدان~41#1009#101#98
الواعظ يقول سمعت أبا~41#1143#94#232
الواعظ يقول سمعت خيرا~90#4298#48#304
الواعظتكلم في علم الرجاء~41#1009#22#98
الواعظين * [الآية 136]قال~82#2446#11#81
الواعظين *قوله تعالى *~82#2446#55#81
الواعظين الأكابروقال منصور بن~90#4068#22#74
الواعظين المذكرين ولم يكن~87#3330#78#264
الواعظين فتكلم في المحبة~41#1300#6#390
الواعية إليك منك إلى~25#313#100#88
الواعية وقلوبهم الطاهرة ولم~82#2202#105#289,25#250#41#25
الواعية ولم يغفلوا عن~82#2512#15#147
الوافد عليهم والغريبحدثنا أبو~42#1346#187#11
الواقع بعد كمال الحال~59#1638#111#36
الواقع في القلب فيفزع~25#278#26#53
الواقع في القلب والروع~59#1638#129#36
الواقع من ذلك يحتجب~7#133#192#22
الواقعات في الآخرة فأن~87#3724#50#211
الواقعة * [الآية ]قال~82#2664#15#299
الواقعة 10-11 هذا ما~87#3778#47#265
الواقعة 13-14 وكما قال~87#3418#329#352
الواقعة 157 العربة على~87#3918#110#405
الواقعة 21 ولا يرفع~87#3816#334#303
الواقعة 32-33 أي فازهدوا~87#3146#122#80
الواقعة 40 قال هما~41#1151#119#240
الواقعة 58 فإذا لم~87#3935#238#422
الواقعة 58-59 وكذلك قال~87#3530#90#17
الواقعة 88-89 وأحكم ذلك~87#3262#61#196
الواقعة 88-94 كما بدأكم~87#3453#164#387
الواقعة 89 يعني لهم~87#3586#257#73
الواقعة بسم الله الرحمن~82#2664#5#299
الواقعة في عصرنا باب~27#333#6#31
الواقعة وأضافها إلى نفسه~87#3415#65#349
الواقف بالإئتلاف كما يخرج~85#2867#67#13
الواقف علم كله حكم~85#2865#121#11
الواقف على الكون ولا~85#2870#62#16
الواقف على شيء ولا~85#2870#49#16
الواقف على يدي وقلب~85#2870#20#16
الواقف عند أمره ونهيه~82#2512#101#147
الواقف عند كل شيء~85#2867#32#13
الواقف فلا تصفني يطلع~85#2922#14#68
الواقف في السوى ما~85#2865#108#11
الواقف في الصمود وقال~85#2866#116#12
الواقف كل بيت فما~85#2864#59#10
الواقف لا يروقه الحسن~85#2866#83#12
الواقف لا يصلح على~85#2865#133#11
الواقف لا يعرف المجاز~85#2891#167#37
الواقف لا يقبله الغيار~85#2869#177#15
الواقف لا يقدر أن~84#2850#84#3
الواقف لترى أنك من~15#163#17#74
الواقف من رؤيتي أحترق~85#2869#145#15
الواقف هو المؤتمن والمؤتمن~85#2866#2#12
الواقف والواقف لا يشك~85#2868#86#14
الواقف وحار الواقف في~85#2866#114#12
الواقف وقال لي العلم~85#2869#62#15
الواقف وقال لي الواقف~85#2865#130#11
الواقف وقال لي الوقفة~85#2867#112#13,85#2869#17#15
الواقف ولا يموت قلبه~85#2866#169#12
الواقف ونزل على معرفة~85#2867#57#13
الواقف يأكل النعيم ولا~85#2865#79#11
الواقف يرث العلم والعمل~85#2868#42#14
الواقف يرى الأواخر فلا~85#2864#178#10
الواقف يرى العلم كيف~85#2866#54#12
الواقف يرى ما يرى~85#2869#151#15
الواقف يعرف ولا يعرف~85#2868#36#14
الواقف ينفي المعارف كما~85#2869#48#15
الواقفة معي في وقت~79#1887#98#10
الواقفون أهلي والعارفون أهل~85#2866#141#12
الواقفون بي في فنائي~85#2938#43#84
الواقفون بي واقفون في~85#2858#141#4
الواقفون بين يدي ثلاثة~85#2858#107#4
الواقفون مع الله تعالى~82#2267#232#354
الواقفون مع الله على~82#2700#48#335
الواقفون مع المعارف على~82#2399#212#34
الواقفون مع حدود العلم~82#2078#187#165
الواقفون معه على حدود~41#1130#77#219
الواقفين بين يدي فتحتجب~86#3031#81#177
الواقفين لي فجعلتها في~86#3031#89#177
الواقفين ومفرق المعلولين وقال~85#2981#152#127
الوالد على المولود وتاخر~50#1529#102#110
الوالد كولادة اسحق من~50#1529#108#110
الوالد لا حشمة على~87#3912#35#399
الوالد والمولود كولادة النفس~50#1529#137#110
الوالد والولد المحبين من~87#3626#23#113
الوالد وولده في البيع~87#3965#409#452
الوالد وولدومن آدابها أن~40#901#92#97
الوالد يرجو ولده أن~30#368#187#28
الوالدان تعظيما لحقهما النبي~40#881#31#77
الوالدان وهو أيضا مخصوص~87#3518#222#5
الوالدة إلى ولدها وتعطف~87#3435#42#369
الوالدين فقال أن لا~82#2299#71#386
الوالدين فقال فيهما وصاحبهما~87#3933#124#420
الوالدين فقال من لم~41#1060#7#149
الوالدين قال أن لا~82#2299#139#386
الوالدين كتمان وجدهم على~82#2465#248#100
الوالدين لما لهما عليه~82#2608#24#243
الوالدين والأقربين وقال تعالى~25#241#128#16
الوالديوالصحبة مع الوالدين ودهما~40#924#75#120
الوالهاتأخبرنا أبو حفص عمر~41#1319#76#409
الوالهين والفناء في العارفينقوله~82#2522#145#157
الوالى العاقل فقال ستة~52#1539#102#53
الوالي الذي توالت أفعاله~90#4403#250#418
الوالي به يسمع وبه~52#1536#130#50
الوالي حزن على القديس~78#1876#234#49
الوالي سرية إلى موضع~90#4529#113#544
الوالي قال الله تعالى~82#2324#97#411
الوالي من الافات ثلاثة~52#1540#138#54
الوالي وأخبره فلما كان~90#4529#174#544
الوان الذكر ثم الذكر~58#1625#219#26
الوان الرياحين من تسبيح~26#325#46#14
الوان الطيبات من الماكولات~46#1494#93#66
الوان فيرجع كل ذلك~58#1617#121#18
الوان من الذكر على~58#1607#96#8
الوان من الذكر وإشارات~58#1607#164#8
الوان من الذكر والصلوة~58#1608#178#9
