والصاحب في~87#3299#93#233
وسلم بكثرة~87#3597#102#84
وسلم بل~82#2173#211#260,87#3087#304#21
وسلم بلالا~40#889#96#85
وسلم بما~82#2109#126#196,83#2835#300#64,87#3233#350#167,87#3234#488#168,90#4382#88#397
وسلم بمثل~83#2831#106#60,87#3470#311#404,40#871#19#67
وسلم بمجالسة~82#2738#70#373
وسلم بمعناه~87#3317#93#251
وسلم بمعنى~87#3156#40#90,87#3720#70#207
وسلم بمكارم~82#2174#144#261
وسلم بملازمة~40#869#47#65
وسلم بنصه~87#3253#239#187
وسلم به~82#1939#89#26,82#2306#143#393
وسلم بهذا~87#3325#118#259,87#3935#379#422
وسلم بوصف~87#3417#231#351
وسلم بوقوفه~82#2008#75#95
وسلم بين~82#2269#142#356,87#3206#101#140,87#3540#147#27,87#3761#142#248,87#3867#98#354,87#3906#368#393
وسلم بينا~90#4327#55#341,90#4447#76#462
وسلم بينما~87#3186#137#120
وسلم بينه~87#3906#157#393
وسلم بينهما~87#3198#130#132,87#3320#271#254
وسلم تآخيا~87#3230#62#164
وسلم تبا~87#3491#368#425
وسلم تحبون~87#3551#151#38
وسلم تحريمها~87#3666#261#153
وسلم تحفة~46#1489#106#61
وسلم تحول~82#2769#216#404
وسلم تخيروا~87#3928#31#415
وسلم تراعي~87#3186#391#120
وسلم ترك~87#3868#205#355
وسلم تريد~87#3422#439#356
وسلم تستأذن~87#3552#200#39
وسلم تسليما~42#1351#85#16,9#138#10#32,11#148#264#49,52#1540#238#54,14#160#187#69,60#1688#39#486,22#208#65#179,82#2611#9#246,83#2847#187#76
وسلم تسليماقال~81#1903#90#5
وسلم تسليماقد~82#2799#131#434
وسلم تسليماكثيرواعلم~40#842#85#38
وسلم تصدقن~87#3929#215#416
وسلم تعالوا~87#3325#54#259
وسلم تعجبا~82#2507#64#142
وسلم تعس~46#1486#135#58,87#3564#115#51,87#3564#466#51,87#3933#349#420,90#4333#159#348
وسلم تعلموا~87#3300#244#234,87#3319#33#253,87#3328#181#262
وسلم تغييراقوله~82#2509#143#144
وسلم تفضلا~46#1495#77#67
وسلم تفضيل~87#3836#218#323
وسلم تفضيلا~87#3720#388#207
وسلم تفيضان~87#3178#71#112
وسلم تقول~49#1520#81#380
وسلم تكلمين~87#3930#418#417
وسلم تلا~46#1483#165#55
وسلم تم~30#372#262#32
وسلم تناكحوا~87#3915#238#402,87#3936#217#423
وسلم تنكح~87#3926#223#413
وسلم توضأ~87#3665#429#152
وسلم ثبات~87#3304#95#238
وسلم ثلاث~87#3184#214#118,87#3205#130#139,87#3292#363#226,87#3780#33#267,87#3933#190#420,90#4344#62#359
وسلم ثلاثة~87#3869#290#356,87#3959#266#446
وسلم ثلاثمائة~87#3187#210#121
وسلم ثلث~87#3797#299#284,87#3798#292#285
وسلم ثم~87#3119#21#53,87#3158#80#92,87#3364#263#298,87#3668#157#155,87#3756#131#243,87#3858#73#345,90#4513#127#528
وسلم ثوبا~87#3497#63#431
وسلم جئتك~87#3431#383#365
وسلم جالس~46#1493#100#65
وسلم جبريل~87#3128#89#62
وسلم جريرا~87#3957#355#444
وسلم جسم~87#3984#234#471
وسلم جعل~82#2410#111#45
وسلم جعلت~87#3675#376#162
وسلم جمع~87#3708#218#195
وسلم جيشا~87#3784#142#271
وسلم حاكيا~82#2062#146#149,82#2433#33#68
وسلم حب~82#2360#116#447,87#3495#402#429,87#3498#85#432
وسلم حبب~87#3926#39#413
وسلم حبك~87#3257#30#191,90#4474#190#489
وسلم حبيب~87#3121#214#55
وسلم حتى~82#2649#159#284,87#3177#439#111,87#3321#17#255,87#3857#190#344
وسلم حجب~82#2173#199#260
وسلم حجة~87#3713#15#200
وسلم حججا~87#3714#133#201
وسلم حداه~46#1493#193#65
وسلم حديث~87#3205#382#139
وسلم حديثا~87#3399#226#333,87#3512#305#446,87#3578#40#65,87#3873#31#360
وسلم حضور~82#2616#151#251
وسلم حق~87#3134#193#68
وسلم حلما~87#3931#67#418
وسلم حيث~82#2593#50#228,82#2625#184#260,82#2631#33#266,87#3126#57#60,40#841#49#37
وسلم حين~82#1983#265#70,82#2008#88#95,82#2233#67#320,82#2290#143#377,82#2549#114#184,25#256#6#31,83#2835#113#64,87#3477#135#411,87#3973#38#460,90#4512#15#527,90#4512#86#527,40#880#64#76,40#884#57#80
وسلم خاتم~87#3650#396#137
وسلم خاطبه~82#2613#274#248
وسلم خبرا~90#4407#144#422
وسلم خصه~87#3194#315#128
وسلم خطابه~46#1485#156#57
وسلم خطب~87#3205#279#139
وسلم خلعة~82#2067#31#154
وسلم خمس~87#3702#88#189
وسلم خوفا~82#2612#68#247
وسلم خير~87#3107#120#41,87#3183#226#117,87#3696#380#183,87#3836#233#323,87#3916#178#403,87#3918#221#405,87#3936#230#423,87#3962#297#449
وسلم خيركم~87#3930#289#417
وسلم دائم~83#2829#59#58
وسلم دخل~90#4255#180#261,90#4453#116#468
وسلم دخول~87#3942#385#429,87#3943#373#430
وسلم دع~87#3206#23#140
وسلم دعا~87#3869#151#356
وسلم دعاه~87#3229#230#163
وسلم دعها~87#3532#60#19,87#3696#47#183
وسلم دعهما~90#4491#12#506
وسلم دوام~90#4208#199#214
وسلم ذات~87#3423#176#357,87#3597#150#84
وسلم ذاق~90#4331#98#345
وسلم ذاك~90#4555#56#570
وسلم ذلك~82#1970#88#57,87#3696#73#183,87#3813#415#300
وسلم ذلكفالخوف~87#3442#311#376
وسلم رأى~87#3830#308#317,90#4270#147#276,40#927#174#123
وسلم رأيت~90#4196#16#202
وسلم رايت~46#1495#231#67
وسلم رب~87#3320#168#254
وسلم ربنا~87#3649#256#136
وسلم ربه~82#2170#113#257
وسلم رجل~87#3975#128#462
وسلم رجلا~46#1484#57#56,87#3423#208#357,87#3667#91#154,40#853#91#49
وسلم رحم~87#3118#203#52,87#3317#150#251
وسلم رخصوا~87#3969#417#456
وسلم رد~87#3340#301#274
وسلم ردوا~87#3591#377#78
وسلم رسول~87#3824#198#311
وسلم رسولا~87#3502#412#436
وسلم رفع~87#3662#140#149,87#3747#218#234
وسلم ركعة~87#3867#415#354
وسلم روحه~82#2006#82#93
وسلم روحوا~46#1486#206#58
وسلم زجر~87#3979#15#466
وسلم زيادة~82#2347#115#434
وسلم زينوا~87#3177#121#111
وسلم سأل~87#3116#49#50,87#3127#40#61,87#3423#45#357
وسلم سأله~87#3116#81#50
وسلم سئل~82#2174#171#261,87#3107#571#41,87#3117#241#51,87#3117#376#51,87#3514#165#448,87#3723#368#210,87#3735#336#222,87#3992#319#479,90#4321#54#327
وسلم سائلا~87#3268#308#202
وسلم سال~46#1495#92#67
وسلم سبع~87#3083#363#17,87#3125#389#59
وسلم سبعة~87#3878#46#365
وسلم سبق~46#1495#25#67,87#3286#282#220
وسلم سبقك~90#4292#155#298
وسلم سدرة~82#2619#114#254
وسلم سر~82#2790#75#425
وسلم سره~82#2006#87#93
وسلم سكت~87#3188#194#122
وسلم سلوا~87#3418#353#352
وسلم سماها~82#2760#48#395
وسلم سمع~82#2151#129#238,87#3179#91#113,87#3217#223#151,87#3416#387#350
وسلم سمعت~87#3366#394#300
وسلم سمن~87#3847#266#334
وسلم سوداء~87#3936#239#423
وسلم سيد~82#2616#84#251,87#3205#240#139,90#4358#85#373
وسلم سيروا~91#4576#6#8
وسلم شاكرا~87#3421#249#355
وسلم شبها~87#3994#160#481
وسلم شر~87#3358#335#292
وسلم شرار~87#3880#159#367
وسلم شغلونا~87#3117#203#51
وسلم شهدهقوله~82#2649#240#284
وسلم شهرا~87#3215#375#149,87#3930#201#417
وسلم شيئا~87#3156#450#90,87#3232#389#166,87#3759#315#246,87#3760#9#247
وسلم شيئان~90#4453#137#468
وسلم شيبتني~87#3448#171#382
وسلم صارت~87#3373#201#307
وسلم صاعا~87#3795#80#282
وسلم صب~90#4552#104#567
وسلم صدق~87#3424#417#358,40#889#136#85
وسلم صدقت~87#3991#45#478
وسلم صرنا~87#3867#113#354
وسلم صعد~87#3899#242#386
وسلم صفة~87#3849#215#336
وسلم صلاة~87#3099#186#33,87#3717#67#204,87#3717#119#204
وسلم صلاته~87#3186#158#120
وسلم صلح~87#3363#401#297
وسلم صلى~82#2683#65#318,87#3105#195#39,87#3147#222#81,87#3448#9#382,87#3684#398#171,90#4344#147#359,91#4576#121#8,91#4577#30#9,91#4577#107#9,91#4652#38#84
وسلم صم~87#3200#209#134
وسلم صنفان~87#3738#38#225
وسلم ضده~87#3725#162#212
وسلم ضربت~82#2037#83#124,87#3499#385#433
وسلم طاعة~82#2068#94#155
وسلم طاف~87#3921#207#408
وسلم طعامافجاء~40#910#74#106
وسلم طلب~81#1932#10#34,87#3290#91#224,87#3292#255#226,87#3293#43#227,87#3341#48#275,87#3982#238#469,87#3983#120#470
وسلم طوبى~87#3239#243#173,87#3240#45#174
وسلم طيب~87#3514#261#448
وسلم ظاهرا~82#2068#73#155
وسلم ظاهرة~87#3547#243#34
وسلم عائشة~87#3868#375#355
وسلم عاجلا~82#2513#168#148
وسلم عبد~87#3150#93#84
وسلم عبده~87#3665#252#152,87#3727#358#214
وسلم عثمان~87#3863#278#350
وسلم عرضت~87#3200#144#134,87#3555#338#42
وسلم عرف~87#3695#457#182
وسلم عزفت~90#4356#128#371
وسلم عشر~87#3119#107#53,87#3582#195#69,87#3759#188#246,40#884#78#80
وسلم عشرا~86#3058#195#204
وسلم عشرة~90#4402#209#417
وسلم عشرين~87#3079#136#13
وسلم عفا~87#3232#340#166
وسلم علم~87#3292#386#226
وسلم علماء~87#3314#274#248
وسلم علمني~87#3083#8#17
وسلم علمه~87#3148#423#82
وسلم على~46#1489#10#61,82#2064#85#151,82#2183#134#270,82#2189#35#276,82#2302#98#389,82#2560#42#195,82#2615#268#250,83#2836#134#65,87#3176#219#110,87#3229#294#163,87#3242#458#176,87#3293#263#227,87#3328#259#262,87#3393#26#327,87#3497#267#431,87#3705#240#192,87#3820#387#307,87#3905#174#392,87#3921#222#408,87#3957#406#444,90#4490#22#505
وسلم علي~85#2927#96#73
وسلم عليا~87#3545#257#32,87#3546#234#33
وسلم عليكم~87#3721#230#208
وسلم عليه~46#1506#119#78,87#3233#159#167,87#3234#297#168
وسلم عليها~82#2310#53#397
وسلم عليهم~82#2601#288#236
وسلم عليوقال~90#4520#106#535
وسلم عمر~46#1487#161#59,87#3176#92#110,87#3844#301#331
وسلم عن~46#1486#238#58,46#1491#67#65,46#1497#73#69,46#1501#89#75,46#1504#102#76,82#2128#27#215,82#2168#8#255,82#2174#177#261,82#2714#37#349,82#2714#70#349,87#3100#187#34,87#3144#118#78,87#3174#241#108,87#3230#232#164,87#3230#397#164,87#3250#104#184,87#3275#395#209,87#3276#140#210,87#3276#312#210,87#3294#128#228,87#3366#349#300,87#3477#268#411,87#3494#62#428,87#3494#94#428,87#3561#206#48,87#3672#325#159,87#3679#314#166,87#3731#34#218,87#3860#109#347,87#3870#187#357,87#3945#369#432,87#3947#37#434,87#3948#202#435,87#3981#239#468,87#3992#283#479,90#4210#60#216,90#4253#83#259,90#4321#115#327,90#4341#64#356,90#4345#47#360,90#4354#186#369,90#4387#43#402,90#4544#61#559
وسلم عند~53#1544#128#400,82#2651#11#286,82#2651#81#286,87#3442#263#376
وسلم عنك~87#3437#424#371
وسلم عنهقال~82#2141#170#228
وسلم عنهم~82#2659#297#294
وسلم غدا~87#3652#262#139
وسلم غسل~87#3168#281#102,87#3168#443#102,87#3184#341#118
وسلم غلمانا~87#3316#298#250
وسلم غير~87#3547#121#34,87#3726#183#213
وسلم غيضة~87#3907#513#394
وسلم فأتينا~87#3320#414#254
وسلم فأجهدهما~87#3201#295#135
وسلم فأخبره~90#4409#154#424
وسلم فأخبروه~87#3499#346#433
وسلم فأخرجهم~87#3356#172#290
وسلم فأدناهافقيل~40#870#42#66
وسلم فأراد~82#2609#184#244
وسلم فأشكى~87#3866#104#353
وسلم فأضاء~90#4514#119#529
وسلم فأفاض~82#2564#63#199
وسلم فأفضل~87#3147#360#81
وسلم فأكثر~87#3858#377#345
وسلم فأكرمه~90#4018#127#24
وسلم فأمر~87#3938#80#425
وسلم فأنكروه~82#2690#239#325
وسلم فإن~82#2064#156#151,82#2279#239#366,87#3115#185#49,87#3518#145#5,87#3670#167#157,90#4323#141#329,90#4365#127#380
وسلم فإنه~82#2031#26#118,82#2189#148#276,90#4374#132#389,40#884#33#80
وسلم فإني~87#3233#223#167,87#3234#361#168
وسلم فاتحة~87#3335#332#269
وسلم فاتقون~82#2399#170#34
وسلم فاصفح~87#3439#96#373
وسلم فاعلم~87#3649#32#136
وسلم فالنسبة~90#4425#142#440
وسلم فباطل~90#4062#81#68
وسلم فبدأ~87#3345#50#279
وسلم فبعث~87#3439#146#373
وسلم فبلغتهم~82#2040#136#127
وسلم فتشوا~87#3546#147#33,87#3546#476#33
وسلم فجاءتني~87#3651#381#138
وسلم فجعل~87#3315#27#249,87#3956#380#443
وسلم فحسن~87#3708#402#195
وسلم فخرج~87#3756#270#243
وسلم فخصهم~82#2672#270#307
وسلم فذكرا~87#3108#275#42
وسلم فذلك~90#4327#212#341
وسلم فرأيته~46#1489#163#61
وسلم فربما~87#3325#92#259
وسلم فرجاهم~87#3433#185#367
وسلم فردوه~82#2065#82#152
وسلم فرض~87#3788#317#275
وسلم فرق~87#3732#282#219
وسلم فزع~82#2234#43#321
وسلم فسأله~82#2374#222#9,87#3496#152#430
وسلم فسؤال~82#2532#28#167
وسلم فسئل~87#3429#322#363
وسلم فسلم~87#3230#97#164,87#3230#262#164
وسلم فسله~87#3084#10#18
وسلم فشرط~87#3879#127#366
وسلم فصح~87#3502#274#436
وسلم فضل~87#3117#334#51,87#3272#82#206,87#3306#244#240,87#3459#104#393
وسلم فضلة~87#3820#177#307
وسلم فضلت~87#3918#6#405
وسلم فعلمه~87#3086#111#20
وسلم فعله~87#3663#51#150
وسلم فغسل~90#4552#58#567
وسلم ففتح~82#2115#36#202
وسلم فقال~46#1488#176#60,46#1489#202#61,81#1927#26#29,82#2051#176#138,82#2269#235#356,82#2621#186#256,87#3140#284#74,87#3190#276#124,87#3190#292#124,87#3240#500#174,87#3244#192#178,87#3273#116#207,87#3424#275#358,87#3425#251#359,87#3433#155#367,87#3481#322#415,87#3484#103#418,87#3556#279#43,87#3598#192#85,87#3714#141#201,87#3784#26#271,87#3811#209#298,87#3854#275#341,87#3895#38#382,87#3927#12#414,87#3929#325#416,87#3966#185#453,87#3994#90#481,90#4221#57#227,90#4264#93#270,90#4276#68#282,90#4361#68#376,90#4378#157#393,40#885#18#81,40#889#127#85
وسلم فقال*~82#2223#151#310
وسلم فقالت~83#2831#5#60,87#3217#65#151,87#3532#46#19,87#3929#265#416
وسلم فقام~46#1492#27#64,40#916#42#112
وسلم فقد~82#2009#200#96,87#3652#250#139,87#3810#136#297
وسلم فقرأ~82#2037#100#124
وسلم فقلت~87#3083#435#17
وسلم فكانت~87#3783#391#270
وسلم فكما~82#1980#133#67
وسلم فكيف~90#4051#194#57
وسلم فلا~87#3721#100#208
وسلم فلذلك~82#2708#91#343
وسلم فلم~45#1476#1#350,87#3229#175#163,87#3495#122#429,87#3788#255#275,90#4523#90#538
وسلم فلما~82#2097#34#184,87#3597#14#84,87#3885#145#372,90#4239#207#245,90#4481#78#496
وسلم فلينظر~87#3496#107#430
وسلم فما~46#1487#225#59,87#3860#176#347
وسلم فمن~82#1978#3#65,87#3324#231#258,87#3839#354#326
وسلم فمنهم~87#3365#68#299
وسلم فنتعلم~87#3174#39#108
وسلم فنحن~87#3423#269#357
وسلم فنزهوا~46#1486#14#58
وسلم فنودي~83#2830#246#59
وسلم فهذا~87#3186#426#120,87#3758#103#245
وسلم فهذه~87#3725#129#212
وسلم فهم~87#3720#265#207
وسلم فوجدت~87#3300#293#234
وسلم في~46#1489#147#61,46#1490#103#62,46#1494#151#66,46#1501#265#75,81#1935#49#37,82#1946#43#33,82#2008#163#95,82#2065#45#152,82#2079#21#166,82#2114#64#201,82#2120#139#207,82#2195#122#282,82#2270#187#357,82#2496#62#131,82#2506#207#141,82#2614#313#249,82#2619#27#254,82#2619#226#254,82#2684#245#319,83#2839#135#68,87#3090#307#24,87#3105#526#39,87#3113#10#47,87#3114#466#48,87#3125#332#59,87#3126#93#60,87#3134#138#68,87#3153#64#87,87#3153#168#87,87#3187#197#121,87#3201#238#135,87#3206#80#140,87#3206#190#140,87#3215#289#149,87#3229#462#163,87#3237#371#171,87#3269#98#203,87#3294#92#228,87#3321#257#255,87#3324#59#258,87#3324#111#258,87#3325#186#259,87#3330#424#264,87#3334#14#268,87#3335#160#269,87#3370#43#304,87#3401#198#335,87#3424#313#358,87#3443#305#377,87#3448#81#382,87#3456#208#390,87#3470#301#404,87#3495#245#429,87#3497#308#431,87#3547#167#34,87#3548#231#35,87#3602#57#89,87#3635#264#122,87#3635#412#122,87#3640#8#127,87#3721#284#208,87#3725#57#212,87#3725#309#212,87#3728#227#215,87#3731#366#218,87#3733#404#220,87#3736#266#223,87#3747#78#234,87#3758#282#245,87#3760#105#247,87#3783#178#270,87#3785#56#272,87#3805#143#292,87#3826#190#313,87#3839#192#326,87#3839#324#326,87#3853#237#340,87#3866#52#353,87#3867#154#354,87#3875#270#362,87#3885#215#372,87#3899#157#386,87#3910#330#397,87#3917#210#404,87#3918#39#405,87#3935#166#422,87#3947#287#434,90#4032#142#38,90#4042#180#48,90#4097#65#103,90#4101#83#107,90#4313#226#319,90#4323#66#329,90#4342#108#357,90#4381#140#396,90#4385#58#400,90#4397#20#412,90#4398#127#413,90#4479#12#494,90#4504#83#519,90#4521#183#536,90#4547#191#562,90#4547#213#562,90#4550#83#565,90#4553#200#568,90#4554#184#569,90#4555#40#570
وسلم فيجده~87#3598#169#85
وسلم فيجيء~87#3086#318#20
وسلم فيسأل~87#3969#242#456
وسلم فيعلمنا~87#3291#141#225,87#3325#153#259
وسلم فيفرحون~87#3357#223#291
وسلم فيقولون~87#3578#217#65,87#3681#178#168
وسلم فيما~82#2010#87#97,82#2509#303#144,83#2838#95#67,83#2840#110#69,87#3601#320#88,90#4507#73#522
وسلم فيمن~87#3567#1073#54
وسلم فيه~87#3293#247#227,90#4513#216#528
وسلم فيهم~82#2321#49#408
وسلم قا~40#888#12#84,40#891#22#87
وسلم قااستعينوا~40#874#39#70
وسلم قاالمرأة~40#923#84#119
وسلم قاضيا~87#3268#346#202
وسلم قال~46#1497#29#69,58#1605#66#6,59#1627#40#25,81#1910#55#12,81#1920#139#22,81#1922#39#24,81#1923#35#25,81#1928#68#30,81#1929#59#31,81#1931#4#33,81#1935#108#37,82#2024#265#111,82#2086#127#173,82#2094#39#181,82#2272#108#359,82#2290#214#377,82#2299#107#386,82#2308#95#395,82#2432#261#67,82#2480#146#115,82#2498#160#133,82#2515#51#150,82#2740#34#375,82#2745#262#380,82#2758#66#393,82#2788#8#423,87#3085#89#19,87#3093#520#27,87#3118#140#52,87#3118#287#52,87#3121#83#55,87#3122#321#56,87#3123#127#57,87#3123#219#57,87#3124#212#58,87#3139#174#73,87#3147#446#81,87#3148#148#82,87#3149#201#83,87#3183#110#117,87#3183#427#117,87#3186#191#120,87#3194#82#128,87#3241#58#175,87#3242#116#176,87#3266#168#200,87#3266#308#200,87#3303#175#237,87#3392#54#326,87#3408#377#342,87#3437#97#371,87#3481#280#415,87#3503#126#437,87#3506#312#440,87#3514#37#448,87#3515#175#449,87#3535#291#22,87#3542#362#29,87#3577#183#64,87#3634#201#121,87#3640#297#127,87#3642#361#129,87#3682#403#169,87#3696#32#183,87#3721#112#208,87#3733#166#220,87#3735#43#222,87#3744#261#231,87#3751#208#238,87#3751#233#238,87#3754#186#241,87#3754#308#241,87#3757#59#244,87#3795#215#282,87#3796#44#283,87#3825#94#312,87#3832#246#319,87#3834#59#321,87#3836#103#323,87#3836#146#323,87#3836#169#323,87#3842#172#329,87#3847#323#334,87#3866#180#353,87#3877#31#364,87#3886#127#373,87#3890#293#377,87#3929#365#416,87#3931#411#418,87#3956#114#443,87#3965#404#452,87#3972#430#459,90#4184#90#190,90#4201#142#207,90#4277#68#283,90#4332#58#347,90#4336#51#351,90#4341#70#356,90#4352#117#367,90#4365#95#380,90#4375#98#390,90#4395#133#410,90#4401#66#416,90#4406#61#421,90#4414#75#429,90#4469#228#484,90#4473#172#488,90#4511#202#526,90#4511#236#526,90#4514#143#529,90#4514#267#529,91#4577#34#9,91#4577#111#9,40#845#96#41,40#847#118#43,40#851#76#47,40#883#63#79,40#886#118#82,40#887#11#83,40#887#44#83,40#889#114#85,40#909#123#105
